date,open,high,low,close,volume,openinterest,ma
2023-08-22,6.25,6.33,6.15,6.31,45909.0,0.0,0.0
2023-08-23,6.26,6.38,6.21,6.23,36211.0,0.0,0.0
2023-08-24,6.23,6.34,6.18,6.2,42432.0,0.0,0.0
2023-08-25,6.14,6.17,5.86,5.9,101504.0,0.0,0.0
2023-08-28,6.21,6.21,5.91,5.93,79164.0,0.0,0.0
2023-08-29,5.96,5.99,5.75,5.82,194117.0,0.0,0.0
2023-08-30,5.81,6.06,5.8,5.99,175483.0,0.0,0.0
2023-08-31,6.04,6.07,5.87,5.99,97474.0,0.0,0.0
2023-09-01,5.99,6.09,5.95,6.04,73183.0,0.0,0.0
2023-09-04,6.02,6.38,6.02,6.33,105756.0,0.0,0.0
2023-09-05,6.34,6.75,6.33,6.38,191189.0,0.0,0.0
2023-09-06,6.51,6.68,6.4,6.63,224689.0,0.0,0.0
2023-09-07,6.52,6.57,6.37,6.41,152855.0,0.0,0.0
2023-09-08,6.36,6.62,6.34,6.48,175591.0,0.0,0.0
2023-09-11,6.4,6.45,6.32,6.37,124239.0,0.0,0.0
2023-09-12,6.34,6.52,6.24,6.52,145336.0,0.0,0.0
2023-09-13,6.69,6.69,6.22,6.35,268133.0,0.0,0.0
2023-09-14,6.32,6.4,6.25,6.36,127976.0,0.0,0.0
2023-09-15,6.39,6.39,5.97,5.99,227141.0,0.0,0.0
2023-09-18,6.09,6.27,5.96,6.04,201893.0,0.0,0.0
2023-09-19,5.96,5.99,5.72,5.74,160978.0,0.0,0.0
2023-09-20,5.72,5.75,5.64,5.64,90874.0,0.0,0.0
2023-09-21,5.62,5.78,5.59,5.74,107398.0,0.0,0.0
2023-09-22,5.68,6.05,5.67,6.02,156510.0,0.0,0.0
2023-09-25,5.99,6.08,5.82,5.86,133195.0,0.0,0.0
2023-09-26,5.84,5.88,5.66,5.74,102435.0,0.0,0.0
2023-09-27,5.75,5.76,5.66,5.68,80711.0,0.0,0.0
2023-09-28,5.69,6.25,5.69,6.25,184650.0,0.0,0.0
2023-10-09,6.31,6.55,6.31,6.38,409554.0,0.0,0.0
2023-10-10,6.44,6.45,6.3,6.41,204573.0,0.0,0.0
2023-10-11,6.36,6.5,6.36,6.42,139534.0,0.0,0.0
2023-10-12,6.43,6.67,6.41,6.46,130436.0,0.0,0.0
2023-10-13,6.43,6.67,6.43,6.58,203271.0,0.0,0.0
2023-10-16,6.58,6.71,6.37,6.7,308912.0,0.0,0.0
2023-10-17,6.71,7.29,6.5,6.65,585544.0,0.0,0.0
2023-10-18,6.55,6.59,6.41,6.5,248487.0,0.0,0.0
2023-10-19,6.45,6.92,6.35,6.78,379090.0,0.0,0.0
2023-10-20,6.72,6.75,6.38,6.4,238351.0,0.0,0.0
2023-10-23,6.4,6.69,6.29,6.57,231611.0,0.0,0.0
2023-10-24,6.55,6.79,6.51,6.75,204423.0,0.0,0.0
2023-10-25,6.65,6.77,6.63,6.7,189808.0,0.0,0.0
2023-10-26,6.66,6.9,6.55,6.9,159032.0,0.0,0.0
2023-10-27,6.82,7.59,6.81,7.59,761223.0,0.0,0.0
2023-10-30,7.28,7.43,7.0,7.17,854963.0,0.0,0.0
2023-10-31,6.97,7.06,6.83,7.05,447639.0,0.0,0.0
2023-11-01,6.97,7.03,6.9,7.02,265217.0,0.0,0.0
2023-11-02,6.95,7.04,6.6,6.63,329349.0,0.0,0.0
2023-11-03,6.63,6.73,6.45,6.73,229723.0,0.0,0.0
2023-11-06,6.71,6.8,6.66,6.78,229252.0,0.0,0.0
2023-11-07,6.73,6.88,6.69,6.8,198527.0,0.0,0.0
2023-11-08,6.77,6.84,6.68,6.73,201524.0,0.0,0.0
2023-11-09,6.74,6.81,6.55,6.61,200960.0,0.0,0.0
2023-11-10,6.56,6.74,6.55,6.61,139627.0,0.0,0.0
