candle_end_time,open,high,low,close,amount,info
2009-10-15,3353.45,3379.85,3324.03,3338.46,135511733.35,{}
2009-10-16,3348.02,3363.54,3297.63,3343.78,129654074.66,{}
2009-10-19,3342.33,3430.27,3342.33,3430.27,172063988.45,{}
2009-10-20,3453.82,3480.51,3444.30,3480.51,202082617.58,{}
2009-10-21,3476.89,3510.45,3465.65,3467.13,193052827.29,{}
2009-10-22,3459.62,3481.30,3445.87,3455.62,155742012.96,{}
2009-10-23,3462.10,3536.23,3462.10,3516.72,201390441.45,{}
2009-10-26,3525.16,3534.11,3490.42,3520.37,168729516.62,{}
2009-10-27,3492.24,3492.68,3421.18,3421.18,176045499.93,{}
2009-10-28,3409.53,3442.49,3374.18,3441.46,147413668.51,{}
2009-10-29,3380.02,3404.85,3357.75,3363.70,143927523.84,{}
2009-10-30,3417.65,3444.33,3394.58,3401.14,149586233.89,{}
2009-11-02,3340.99,3516.53,3332.25,3516.53,193510259.46,{}
2009-11-03,3527.15,3576.87,3527.15,3572.25,221925654.84,{}
2009-11-04,3579.09,3607.72,3555.93,3594.75,217244227.31,{}
2009-11-05,3597.92,3618.33,3581.06,3613.44,203473310.25,{}
2009-11-06,3638.10,3654.63,3621.68,3631.11,234105442.96,{}
2009-11-09,3634.86,3648.86,3606.11,3648.86,196529213.86,{}
2009-11-10,3670.90,3680.37,3656.40,3656.66,202016153.13,{}
2009-11-11,3651.98,3664.69,3623.79,3655.84,179562850.08,{}
2009-11-12,3665.15,3692.64,3650.73,3663.31,194135212.71,{}
2009-11-13,3652.30,3690.36,3617.35,3690.36,201189309.61,{}
2009-11-16,3713.80,3793.52,3713.80,3793.52,270713646.51,{}
2009-11-17,3811.39,3811.39,3787.52,3802.00,231019758.63,{}
2009-11-18,3805.54,3823.80,3787.58,3809.30,223185263.86,{}
2009-11-19,3816.05,3837.63,3795.94,3837.63,242342126.96,{}
2009-11-20,3826.27,3859.37,3805.09,3837.74,245882986.88,{}
2009-11-23,3838.25,3885.25,3838.25,3885.25,237283223.52,{}
2009-11-24,3900.07,3912.39,3732.95,3733.21,340213580.07,{}
2009-11-25,3724.15,3835.94,3724.00,3835.94,259959624.41,{}
2009-11-26,3842.05,3853.58,3667.70,3682.68,302002639.79,{}
2009-11-27,3633.13,3679.38,3578.40,3578.88,208508279.13,{}
2009-11-30,3611.14,3722.85,3611.14,3722.85,191439602.69,{}
2009-12-01,3720.44,3791.64,3710.23,3791.64,231468114.16,{}
2009-12-02,3809.97,3843.58,3802.40,3836.41,246611379.11,{}
2009-12-03,3833.56,3840.12,3796.76,3840.12,225097758.17,{}
2009-12-04,3831.30,3874.01,3744.04,3845.30,289487498.74,{}
2009-12-07,3846.40,3884.31,3840.76,3884.31,189831066.63,{}
2009-12-08,3886.29,3886.29,3825.75,3850.13,191507041.03,{}
2009-12-09,3805.81,3833.20,3767.71,3780.70,161559529.28,{}
2009-12-10,3803.57,3825.29,3776.61,3806.54,133569798.53,{}
2009-12-11,3817.77,3839.21,3799.79,3804.61,133379352.13,{}
2009-12-14,3802.43,3827.10,3717.22,3826.07,161664469.27,{}
2009-12-15,3811.71,3836.41,3801.84,3809.27,147922366.73,{}
2009-12-16,3794.79,3830.70,3780.07,3787.96,132642561.88,{}
2009-12-17,3795.15,3795.82,3692.40,3692.40,141559777.34,{}
2009-12-18,3658.49,3658.49,3582.71,3585.26,138146056.46,{}
2009-12-21,3579.35,3603.73,3559.41,3603.73,101399369.11,{}
2009-12-22,3608.69,3608.69,3500.86,3506.14,115706332.57,{}
2009-12-23,3503.26,3548.46,3503.26,3548.46,103304606.75,{}
2009-12-24,3556.83,3659.03,3552.97,3658.30,139911781.32,{}
2009-12-25,3654.19,3668.98,3640.32,3655.80,117775383.12,{}
2009-12-28,3664.40,3718.03,3664.40,3713.53,127805397.03,{}
2009-12-29,3717.21,3734.93,3686.63,3734.93,132129135.63,{}
2009-12-30,3736.14,3772.70,3729.59,3772.42,168716215.90,{}
2009-12-31,3773.56,3796.69,3757.13,3795.33,146068861.52,{}
2010-01-04,3813.75,3813.75,3772.50,3772.50,153631353.35,{}
2010-01-05,3780.46,3806.98,3742.44,3806.74,183690586.09,{}
2010-01-06,3801.95,3830.13,3788.77,3788.80,179667119.40,{}
2010-01-07,3786.88,3798.87,3699.47,3713.54,181494058.10,{}
2010-01-08,3692.47,3735.54,3678.07,3735.38,142138940.42,{}
2010-01-11,3778.21,3778.21,3728.92,3745.84,189979267.94,{}
2010-01-12,3740.65,3809.63,3713.10,3809.63,202349814.09,{}
2010-01-13,3722.06,3780.10,3709.00,3716.07,226949584.04,{}
2010-01-14,3726.89,3784.21,3724.52,3784.21,202290343.56,{}
2010-01-15,3788.52,3805.78,3781.13,3804.15,179665454.41,{}
2010-01-18,3795.30,3839.08,3787.16,3839.08,194883096.34,{}
2010-01-19,3844.86,3856.47,3830.39,3843.87,190343112.14,{}
2010-01-20,3847.26,3847.26,3708.37,3715.21,229378655.58,{}
2010-01-21,3708.45,3749.85,3687.19,3730.97,160848540.78,{}
2010-01-22,3685.00,3705.22,3596.73,3665.17,190644330.17,{}
2010-01-25,3636.49,3673.82,3617.69,3617.69,114536446.52,{}
2010-01-26,3619.66,3619.66,3487.14,3510.55,133574500.10,{}
2010-01-27,3509.40,3526.59,3471.12,3471.12,109704463.01,{}
2010-01-28,3468.07,3504.85,3449.58,3494.78,102016953.57,{}
2010-01-29,3477.73,3547.57,3473.78,3504.57,119535960.26,{}
2010-02-01,3498.10,3498.10,3418.89,3454.91,128929542.54,{}
2010-02-02,3470.62,3510.09,3443.19,3443.36,116870156.78,{}
2010-02-03,3453.54,3521.39,3385.31,3521.39,148054729.44,{}
2010-02-04,3498.62,3551.95,3483.19,3526.18,148883916.59,{}
2010-02-05,3449.85,3483.61,3430.91,3453.97,149056623.50,{}
2010-02-08,3450.39,3471.96,3436.94,3452.08,95695834.86,{}
2010-02-09,3446.67,3476.40,3444.37,3465.49,89928949.86,{}
2010-02-10,3489.35,3512.46,3480.67,3512.46,81124698.81,{}
2010-02-11,3514.56,3531.74,3511.14,3513.18,80342038.82,{}
2010-02-12,3524.14,3551.86,3524.14,3551.14,78820477.38,{}
2010-02-22,3548.39,3569.25,3536.15,3541.11,96370126.86,{}
2010-02-23,3534.24,3534.24,3472.50,3529.61,116454319.65,{}
2010-02-24,3508.61,3589.37,3507.53,3589.37,139728794.70,{}
2010-02-25,3597.16,3644.82,3597.16,3644.42,172735504.50,{}
2010-02-26,3636.91,3655.86,3633.78,3638.80,148725198.86,{}
2010-03-01,3645.23,3688.03,3645.23,3685.07,164976732.62,{}
2010-03-02,3688.07,3699.13,3660.59,3676.66,162692104.31,{}
2010-03-03,3669.80,3711.34,3663.45,3711.34,175729045.75,{}
2010-03-04,3714.86,3723.59,3595.95,3603.66,192799695.73,{}
2010-03-05,3605.94,3632.96,3585.09,3614.57,133665549.12,{}
2010-03-08,3623.88,3654.22,3621.72,3647.57,119156550.21,{}
2010-03-09,3645.94,3674.53,3620.20,3662.14,136329159.40,{}
2010-03-10,3667.10,3673.27,3612.24,3627.76,124629110.64,{}
2010-03-11,3628.33,3644.99,3590.88,3617.07,115242527.70,{}
2010-03-12,3623.96,3623.96,3566.39,3566.39,103750864.29,{}
2010-03-15,3562.94,3562.94,3507.33,3520.15,91358993.40,{}
2010-03-16,3520.11,3547.04,3505.13,3547.04,82518244.80,{}
2010-03-17,3562.93,3630.65,3557.19,3630.65,125488125.11,{}
2010-03-18,3636.14,3652.45,3621.74,3630.38,132899063.29,{}
2010-03-19,3633.01,3659.69,3617.88,3658.56,129232256.16,{}
2010-03-22,3662.85,3676.36,3653.25,3673.78,137548296.41,{}
2010-03-23,3675.76,3678.89,3642.44,3646.58,132926943.65,{}
2010-03-24,3652.16,3667.17,3647.58,3653.16,132255493.11,{}
2010-03-25,3646.08,3646.08,3599.61,3601.70,133130413.30,{}
2010-03-26,3597.35,3660.12,3595.57,3652.18,127044777.88,{}
2010-03-29,3670.77,3720.89,3670.77,3720.89,171686083.16,{}
2010-03-30,3722.19,3736.99,3716.82,3733.55,141031233.89,{}
2010-03-31,3734.89,3734.89,3715.72,3722.86,142465495.15,{}
2010-04-01,3726.16,3776.17,3726.16,3776.17,179297133.79,{}
2010-04-02,3783.19,3795.09,3776.55,3791.72,173906938.41,{}
2010-04-06,3805.80,3814.40,3771.43,3793.43,165559230.70,{}
2010-04-07,3791.10,3795.75,3766.12,3783.85,145953946.05,{}
2010-04-08,3777.74,3781.96,3750.37,3755.69,162366303.79,{}
2010-04-09,3757.31,3799.51,3755.67,3799.51,153209633.84,{}
2010-04-12,3808.73,3811.58,3766.22,3792.27,201940291.38,{}
2010-04-13,3791.77,3820.79,3732.52,3801.30,209938136.21,{}
2010-04-14,3800.81,3827.27,3793.38,3827.27,159581618.13,{}
2010-04-15,3829.10,3833.51,3781.86,3804.06,159237875.39,{}
2010-04-16,3795.26,3798.71,3757.76,3773.16,122733851.28,{}
2010-04-19,3729.93,3729.93,3586.60,3586.87,189264999.41,{}
2010-04-20,3584.15,3602.04,3545.78,3602.04,154127807.98,{}
2010-04-21,3606.54,3687.75,3606.54,3687.75,176063132.18,{}
2010-04-22,3674.26,3696.32,3634.94,3666.34,183129505.94,{}
2010-04-23,3682.13,3688.80,3628.83,3646.31,159470988.72,{}
2010-04-26,3650.98,3662.38,3627.75,3633.64,135087139.20,{}
2010-04-27,3622.96,3622.96,3502.00,3552.64,157303858.26,{}
2010-04-28,3498.33,3559.32,3498.33,3536.49,121250769.80,{}
2010-04-29,3562.60,3563.09,3468.15,3468.15,132181873.06,{}
2010-04-30,3462.01,3462.01,3382.33,3435.98,130017358.93,{}
2010-05-04,3368.51,3437.58,3368.51,3400.09,95626779.10,{}
2010-05-05,3374.80,3449.61,3349.97,3449.61,131511782.88,{}
2010-05-06,3418.65,3427.25,3311.19,3311.33,134471962.35,{}
2010-05-07,3238.62,3306.75,3224.89,3248.09,131430369.81,{}
2010-05-10,3250.35,3275.42,3173.75,3240.75,117483168.92,{}
2010-05-11,3303.91,3303.91,3158.86,3165.43,125940521.95,{}
2010-05-12,3140.49,3186.72,3096.10,3149.00,115640084.28,{}
2010-05-13,3148.85,3228.70,3128.07,3228.70,118282067.96,{}
2010-05-14,3205.53,3243.69,3192.66,3222.39,104554601.27,{}
2010-05-17,3178.77,3178.77,3038.31,3038.31,116521245.91,{}
2010-05-18,3029.52,3100.67,2992.48,3091.45,119507125.81,{}
2010-05-19,3068.25,3130.02,3044.53,3085.79,104168329.50,{}
2010-05-20,3060.06,3118.09,3037.67,3038.31,98055296.35,{}
2010-05-21,2957.25,3090.11,2957.25,3090.11,121989682.36,{}
2010-05-24,3112.28,3221.08,3112.28,3215.12,165204205.32,{}
2010-05-25,3191.93,3203.74,3143.31,3165.85,135878489.30,{}
2010-05-26,3162.18,3185.89,3145.96,3169.71,99782322.77,{}
2010-05-27,3162.41,3228.20,3126.37,3223.43,128460259.15,{}
2010-05-28,3251.12,3252.37,3207.15,3221.74,128754717.85,{}
2010-05-31,3205.76,3229.12,3130.95,3130.95,117202657.13,{}
2010-06-01,3105.94,3122.56,3043.66,3087.96,110743310.25,{}
2010-06-02,3071.91,3114.22,3040.76,3114.22,94708606.22,{}
2010-06-03,3126.76,3151.19,3091.48,3091.48,104113321.93,{}
2010-06-04,3073.00,3107.23,3069.07,3106.37,85317840.16,{}
2010-06-07,3045.55,3079.91,3036.19,3067.17,97817320.10,{}
2010-06-08,3064.13,3093.40,3054.76,3081.74,95723997.93,{}
2010-06-09,3094.26,3169.27,3077.73,3169.27,141501288.65,{}
2010-06-10,3144.93,3173.29,3139.74,3148.91,123098905.43,{}
2010-06-11,3164.28,3177.63,3146.11,3148.40,104992283.89,{}
2010-06-17,3168.67,3168.67,3123.84,3123.84,84467352.53,{}
2010-06-18,3117.85,3124.55,3029.24,3042.93,103503384.39,{}
2010-06-21,3041.28,3133.85,3025.38,3133.85,116008128.45,{}
2010-06-22,3126.87,3155.27,3126.87,3145.72,100261593.66,{}
2010-06-23,3129.35,3152.03,3093.31,3122.84,92856845.07,{}
2010-06-24,3118.38,3146.37,3107.97,3122.77,75793493.80,{}
2010-06-25,3108.74,3116.12,3072.31,3088.87,77712639.79,{}
2010-06-28,3086.00,3098.09,3048.29,3055.48,66490648.44,{}
2010-06-29,3055.54,3055.54,2903.19,2903.19,108891355.52,{}
2010-06-30,2878.70,2878.70,2839.90,2862.78,81511349.66,{}
2010-07-01,2857.06,2869.69,2820.99,2821.48,74888518.39,{}
2010-07-02,2817.37,2822.38,2725.53,2819.72,101679217.09,{}
2010-07-05,2787.68,2809.67,2761.26,2798.44,72904571.66,{}
2010-07-06,2790.69,2863.21,2790.69,2863.21,92703575.97,{}
2010-07-07,2863.56,2890.86,2850.32,2890.86,87896064.45,{}
2010-07-08,2901.24,2909.95,2869.09,2882.32,84607058.22,{}
2010-07-09,2884.33,2975.90,2866.73,2963.60,130534032.95,{}
2010-07-12,2964.25,3007.63,2964.25,2996.35,128779839.56,{}
2010-07-13,2968.99,2968.99,2928.20,2951.07,105400914.71,{}
2010-07-14,2956.91,3001.25,2956.91,2974.54,110533646.41,{}
2010-07-15,2970.07,2999.61,2916.70,2916.70,98939609.56,{}
2010-07-16,2902.58,2928.33,2874.20,2928.33,85125756.88,{}
2010-07-19,2900.83,3007.01,2900.83,2999.13,115571569.84,{}
2010-07-20,3003.09,3072.46,3003.09,3072.46,166153262.29,{}
2010-07-21,3075.04,3096.04,3067.42,3078.94,161823949.83,{}
2010-07-22,3069.17,3119.91,3069.17,3119.91,143848306.60,{}
2010-07-23,3125.10,3136.33,3102.43,3128.35,144792069.59,{}
2010-07-26,3134.02,3157.16,3116.66,3157.16,133775592.47,{}
2010-07-27,3149.79,3161.94,3139.31,3146.78,127574314.73,{}
2010-07-28,3144.99,3220.09,3133.58,3220.09,183097010.37,{}
2010-07-29,3224.64,3244.22,3213.51,3238.27,196430810.12,{}
2010-07-30,3230.79,3236.22,3201.54,3231.48,142338242.74,{}
2010-08-02,3231.59,3289.32,3231.59,3289.32,167030826.02,{}
2010-08-03,3297.22,3302.83,3233.47,3233.47,185807101.13,{}
2010-08-04,3223.45,3255.49,3183.73,3255.49,165054519.71,{}
2010-08-05,3254.07,3268.30,3222.82,3244.38,168387392.90,{}
2010-08-06,3240.51,3301.80,3218.03,3301.80,182763829.19,{}
2010-08-09,3299.90,3333.61,3298.60,3333.61,178199035.06,{}
2010-08-10,3334.92,3334.92,3226.10,3226.13,184322975.27,{}
2010-08-11,3214.40,3263.28,3214.40,3253.15,127111229.10,{}
2010-08-12,3220.10,3264.20,3213.62,3214.21,138912190.70,{}
2010-08-13,3215.42,3265.49,3201.87,3265.49,129082978.85,{}
2010-08-16,3262.31,3343.30,3262.31,3340.92,179967675.97,{}
2010-08-17,3347.78,3372.04,3343.83,3366.39,178724537.29,{}
2010-08-18,3369.83,3379.83,3343.66,3362.68,168811845.97,{}
2010-08-19,3364.74,3399.03,3350.71,3376.85,177901751.29,{}
2010-08-20,3362.86,3368.75,3308.81,3308.99,169832760.93,{}
2010-08-23,3306.49,3334.10,3306.49,3318.44,133614865.22,{}
2010-08-24,3312.50,3362.04,3294.40,3345.49,156079049.31,{}
2010-08-25,3325.31,3337.78,3271.81,3271.81,157470984.94,{}
2010-08-26,3281.22,3300.29,3266.00,3285.20,124288762.84,{}
2010-08-27,3281.70,3300.60,3269.57,3299.99,107093743.99,{}
2010-08-30,3317.05,3375.87,3317.05,3374.50,162334394.15,{}
2010-08-31,3364.18,3384.53,3355.95,3378.09,171961473.93,{}
2010-09-01,3382.71,3401.18,3322.46,3347.76,192254638.06,{}
2010-09-02,3380.36,3406.72,3368.84,3401.52,188425557.86,{}
2010-09-03,3407.29,3416.79,3378.66,3411.98,194405137.99,{}
2010-09-06,3428.64,3452.04,3415.04,3446.50,211055575.87,{}
2010-09-07,3448.56,3460.92,3427.30,3460.92,169266500.94,{}
2010-09-08,3446.27,3471.51,3439.39,3471.41,171586279.06,{}
2010-09-09,3478.46,3478.46,3411.60,3415.42,202433709.07,{}
2010-09-10,3415.52,3436.08,3372.66,3434.13,171065250.83,{}
2010-09-13,3432.55,3489.37,3432.55,3479.45,175377730.53,{}
2010-09-14,3488.06,3496.64,3472.96,3486.03,180738550.31,{}
2010-09-15,3485.46,3485.46,3416.72,3426.31,178325089.10,{}
2010-09-16,3420.65,3428.65,3324.62,3353.93,170229755.77,{}
2010-09-17,3360.20,3374.46,3339.04,3355.77,124660191.70,{}
2010-09-20,3359.43,3364.14,3311.37,3331.84,118140521.18,{}
2010-09-21,3340.31,3347.99,3316.95,3333.74,87716873.15,{}
2010-09-27,3348.31,3402.62,3345.29,3402.62,112983715.17,{}
2010-09-28,3398.80,3402.69,3376.05,3380.64,132163381.88,{}
2010-09-29,3376.33,3395.62,3357.16,3358.65,125163723.61,{}
2010-09-30,3340.42,3420.96,3340.42,3420.96,122472562.54,{}
2010-10-08,3451.98,3540.18,3451.98,3528.45,186999246.26,{}
2010-10-11,3550.95,3617.58,3550.95,3595.39,283301706.12,{}
2010-10-12,3582.96,3629.27,3582.96,3629.27,241277415.41,{}
2010-10-13,3632.08,3667.78,3616.47,3667.78,268765109.78,{}
2010-10-14,3688.90,3699.72,3628.17,3628.32,296648831.06,{}
2010-10-15,3606.98,3700.67,3606.98,3700.67,297974715.48,{}
2010-10-18,3713.76,3732.87,3652.15,3667.07,340605802.31,{}
2010-10-19,3662.51,3758.12,3649.87,3758.12,231226481.08,{}
2010-10-20,3681.04,3812.20,3681.04,3778.90,286562758.97,{}
2010-10-21,3787.28,3800.48,3743.41,3774.81,229227958.19,{}
2010-10-22,3769.40,3811.91,3757.16,3791.90,225377572.69,{}
2010-10-25,3802.47,3899.03,3796.21,3899.03,279344696.77,{}
2010-10-26,3909.56,3913.56,3868.59,3900.68,287469236.84,{}
2010-10-27,3889.92,3928.04,3844.40,3844.40,259057298.13,{}
2010-10-28,3829.91,3858.04,3816.97,3842.25,206581405.45,{}
2010-10-29,3845.30,3863.34,3808.70,3846.18,213569203.78,{}
2010-11-01,3858.60,3953.59,3858.60,3953.59,269101797.07,{}
2010-11-02,3964.73,3995.07,3940.10,3940.28,321909732.64,{}
2010-11-03,3937.20,3948.69,3889.06,3889.06,253514014.50,{}
2010-11-04,3894.50,3966.45,3890.65,3966.45,243882468.35,{}
2010-11-05,4020.39,4021.83,3997.68,4018.23,287577064.95,{}
2010-11-08,4034.38,4071.82,4019.59,4071.82,288486955.63,{}
2010-11-09,4072.24,4072.24,4039.09,4064.70,277171260.28,{}
2010-11-10,4049.97,4057.94,4020.90,4054.48,266877248.60,{}
2010-11-11,4041.95,4118.08,4041.95,4048.11,302773262.28,{}
2010-11-12,4021.91,4030.08,3797.95,3797.95,332982192.37,{}
2010-11-15,3804.20,3856.26,3762.13,3856.26,215139574.85,{}
2010-11-16,3855.12,3855.12,3683.37,3704.69,238297139.38,{}
2010-11-17,3651.22,3683.45,3592.55,3600.78,175777730.83,{}
2010-11-18,3631.27,3657.56,3588.17,3652.74,139096551.50,{}
2010-11-19,3673.89,3718.20,3611.61,3718.20,177890775.04,{}
2010-11-22,3688.17,3763.15,3688.17,3736.31,193380127.03,{}
2010-11-23,3720.06,3720.06,3614.45,3668.45,173720403.87,{}
2010-11-24,3644.81,3759.74,3644.81,3759.74,173152834.56,{}
2010-11-25,3780.80,3811.82,3761.45,3805.28,194434942.06,{}
2010-11-26,3796.46,3805.52,3744.04,3778.27,160179816.77,{}
2010-11-29,3767.07,3790.45,3744.93,3780.91,148583670.31,{}
2010-11-30,3776.38,3792.71,3615.63,3701.81,199790751.75,{}
2010-12-01,3689.06,3715.04,3678.38,3702.45,120565280.13,{}
2010-12-02,3753.78,3759.76,3722.27,3722.50,147288042.68,{}
2010-12-03,3726.58,3731.12,3684.13,3713.28,121444127.81,{}
2010-12-06,3721.48,3726.64,3671.76,3696.29,120575731.50,{}
2010-12-07,3682.75,3748.42,3635.27,3741.37,121371903.30,{}
2010-12-08,3735.68,3764.02,3713.08,3718.65,122473787.60,{}
2010-12-09,3700.62,3707.42,3654.54,3654.54,131744702.28,{}
2010-12-10,3636.42,3704.68,3636.42,3701.41,111447285.94,{}
2010-12-13,3718.35,3812.64,3718.35,3812.64,176777506.68,{}
2010-12-14,3823.71,3839.00,3816.74,3837.36,174705262.18,{}
2010-12-15,3837.81,3855.29,3818.42,3818.62,158765280.41,{}
2010-12-16,3814.05,3831.30,3795.66,3804.38,128347355.32,{}
2010-12-17,3801.57,3808.02,3785.35,3802.81,104023701.49,{}
2010-12-20,3816.61,3820.78,3676.93,3750.68,159516925.87,{}
2010-12-21,3755.20,3816.78,3734.06,3816.78,154100277.94,{}
2010-12-22,3820.29,3826.40,3777.06,3780.46,144651641.12,{}
2010-12-23,3773.52,3781.83,3725.91,3731.45,125417347.19,{}
2010-12-24,3711.71,3720.53,3665.79,3688.43,112535377.03,{}
2010-12-27,3711.71,3743.20,3596.04,3602.29,133561877.25,{}
2010-12-28,3583.46,3583.46,3524.58,3531.29,110721519.26,{}
2010-12-29,3534.87,3567.78,3525.84,3567.78,86874596.59,{}
2010-12-30,3568.12,3586.72,3541.93,3575.24,98699358.94,{}
2010-12-31,3580.05,3652.17,3580.05,3652.17,111996956.80,{}
2011-01-04,3677.99,3715.53,3663.89,3715.53,160693500.60,{}
2011-01-05,3695.93,3722.18,3694.44,3709.43,150555055.27,{}
2011-01-06,3710.29,3728.80,3685.17,3691.12,125099601.63,{}
2011-01-07,3685.65,3727.10,3667.95,3687.25,153988646.89,{}
2011-01-10,3682.01,3696.59,3605.54,3605.54,128146509.42,{}
2011-01-11,3591.70,3607.07,3566.89,3607.07,111898221.65,{}
2011-01-12,3616.10,3637.11,3585.34,3628.09,111053213.30,{}
2011-01-13,3640.72,3640.72,3613.75,3626.51,101777680.43,{}
2011-01-14,3615.67,3615.67,3557.77,3562.68,108153266.20,{}
2011-01-17,3536.64,3536.64,3420.94,3421.59,127119782.58,{}
2011-01-18,3410.01,3435.16,3393.22,3429.72,82248062.60,{}
2011-01-19,3430.61,3509.18,3426.56,3509.18,107592465.75,{}
2011-01-20,3501.82,3501.82,3391.44,3391.51,118799264.31,{}
2011-01-21,3379.90,3466.03,3379.90,3427.49,128394133.28,{}
2011-01-24,3429.31,3441.70,3373.02,3375.65,117471423.80,{}
2011-01-25,3369.26,3369.47,3322.19,3343.79,92665860.80,{}
2011-01-26,3343.72,3396.35,3343.72,3394.79,83239199.42,{}
2011-01-27,3370.26,3457.69,3357.93,3450.21,138578478.65,{}
2011-01-28,3444.22,3476.45,3442.93,3471.97,114780183.12,{}
2011-01-31,3470.08,3518.07,3467.31,3518.07,122132082.56,{}
2011-02-01,3523.21,3528.63,3506.41,3522.85,98131479.75,{}
2011-02-09,3498.25,3533.14,3492.89,3492.89,116300695.63,{}
2011-02-10,3486.82,3574.73,3483.61,3574.73,136084102.51,{}
2011-02-11,3572.40,3610.90,3572.40,3601.83,153476716.78,{}
2011-02-14,3605.19,3700.82,3605.19,3693.83,213908455.43,{}
2011-02-15,3698.00,3733.46,3691.70,3693.80,209530937.62,{}
2011-02-16,3686.73,3740.29,3686.37,3740.29,179785328.23,{}
2011-02-17,3748.32,3759.19,3712.60,3748.31,188985555.44,{}
2011-02-18,3741.06,3745.73,3701.34,3712.30,162604390.04,{}
2011-02-21,3689.86,3773.70,3689.86,3773.70,173887236.64,{}
2011-02-22,3782.55,3782.67,3669.50,3669.54,219524041.71,{}
2011-02-23,3656.44,3701.46,3656.44,3696.70,159448030.87,{}
2011-02-24,3691.71,3719.31,3688.87,3719.31,159992464.00,{}
2011-02-25,3717.12,3733.03,3684.86,3725.68,146485491.26,{}
2011-02-28,3729.22,3774.15,3706.57,3774.15,173028677.69,{}
2011-03-01,3776.69,3809.71,3772.32,3792.09,196523693.44,{}
2011-03-02,3773.19,3792.39,3737.99,3780.56,182148896.55,{}
2011-03-03,3783.35,3801.42,3738.29,3738.29,200775916.02,{}
2011-03-04,3738.36,3789.42,3731.44,3789.42,161958577.73,{}
2011-03-07,3805.74,3852.05,3805.74,3852.05,227843999.29,{}
2011-03-08,3851.92,3862.66,3837.82,3862.66,184401412.42,{}
2011-03-09,3867.55,3876.73,3854.31,3868.73,179204448.66,{}
2011-03-10,3860.84,3860.84,3818.47,3818.76,178802006.65,{}
2011-03-11,3799.78,3841.22,3794.12,3794.69,169592346.53,{}
2011-03-14,3784.05,3820.50,3779.88,3820.50,169154204.71,{}
2011-03-15,3809.07,3809.07,3706.52,3762.91,217398996.36,{}
2011-03-16,3761.13,3814.91,3761.13,3813.22,185654413.65,{}
2011-03-17,3778.04,3796.05,3738.55,3749.13,193912151.70,{}
2011-03-18,3778.64,3785.70,3762.01,3770.43,144576529.75,{}
2011-03-21,3771.53,3783.36,3739.20,3754.42,140573330.10,{}
2011-03-22,3763.51,3767.56,3716.04,3765.03,133149029.22,{}
2011-03-23,3763.56,3813.22,3763.56,3813.22,160505587.80,{}
2011-03-24,3817.10,3822.74,3803.23,3808.21,159581699.75,{}
2011-03-25,3810.00,3855.46,3810.00,3848.79,198573635.33,{}
2011-03-28,3860.54,3873.71,3838.49,3841.94,227229015.02,{}
2011-03-29,3836.51,3847.31,3793.00,3793.73,239455264.22,{}
2011-03-30,3789.75,3804.25,3760.74,3779.12,180962766.95,{}
2011-03-31,3779.11,3785.98,3731.89,3737.72,155749364.80,{}
2011-04-01,3739.86,3790.17,3735.67,3790.17,139646669.03,{}
2011-04-06,3782.34,3816.81,3780.40,3814.88,194129179.12,{}
2011-04-07,3815.70,3833.13,3804.76,3833.13,173376840.53,{}
2011-04-08,3830.35,3870.62,3828.86,3870.62,163806788.80,{}
2011-04-11,3879.45,3886.72,3845.43,3846.02,212372087.02,{}
2011-04-12,3836.60,3862.95,3827.32,3841.72,205799233.50,{}
2011-04-13,3826.47,3887.91,3814.71,3887.91,179712978.66,{}
2011-04-14,3889.01,3893.28,3868.13,3873.12,185679091.35,{}
2011-04-15,3864.89,3886.22,3840.46,3878.76,182366424.91,{}
2011-04-18,3865.84,3888.84,3864.64,3886.02,199800128.62,{}
2011-04-19,3861.24,3861.24,3816.24,3826.11,209992650.08,{}
2011-04-20,3828.38,3847.64,3818.88,3837.61,175443849.36,{}
2011-04-21,3852.73,3869.13,3846.44,3863.05,177883164.71,{}
2011-04-22,3862.03,3863.87,3836.53,3842.82,170465366.28,{}
2011-04-25,3833.96,3833.96,3775.01,3775.01,171673164.38,{}
2011-04-26,3763.09,3775.09,3720.33,3734.64,137062886.25,{}
2011-04-27,3743.51,3757.47,3685.13,3702.52,146866716.01,{}
2011-04-28,3713.95,3716.22,3620.36,3620.67,146786656.30,{}
2011-04-29,3617.87,3665.82,3606.89,3665.82,116879251.44,{}
2011-05-03,3665.96,3704.25,3641.46,3704.25,127746655.88,{}
2011-05-04,3686.14,3686.14,3611.73,3617.76,148415471.03,{}
2011-05-05,3601.56,3630.41,3599.70,3621.68,121479435.23,{}
2011-05-06,3588.47,3642.25,3580.02,3627.42,128149977.77,{}
2011-05-09,3632.50,3660.33,3632.50,3645.97,115478339.86,{}
2011-05-10,3650.70,3672.02,3635.34,3672.02,114150161.72,{}
2011-05-11,3671.57,3687.23,3646.79,3669.31,130090894.83,{}
2011-05-12,3644.50,3665.90,3618.25,3618.25,140990609.17,{}
2011-05-13,3618.90,3647.63,3599.28,3647.63,128478935.91,{}
2011-05-16,3641.71,3658.13,3625.47,3627.76,124779520.66,{}
2011-05-17,3622.53,3652.47,3593.59,3629.40,139686754.55,{}
2011-05-18,3620.26,3659.03,3616.38,3655.52,112470027.02,{}
2011-05-19,3663.16,3671.44,3634.73,3635.84,116626702.63,{}
