candle_end_time,open,high,low,close,amount,info
2014-01-13,2759.69,2779.85,2734.15,2748.42,131735183.00,{}
2014-01-14,2747.78,2789.06,2739.11,2788.85,143394508.00,{}
2014-01-15,2786.32,2797.83,2776.97,2797.39,142492960.00,{}
2014-01-16,2797.93,2816.67,2790.83,2798.91,148615476.00,{}
2014-01-17,2790.53,2792.60,2762.70,2764.64,134004122.00,{}
2014-01-20,2760.02,2770.57,2733.12,2746.05,121541702.00,{}
2014-01-21,2746.91,2782.69,2746.91,2781.52,130851860.00,{}
2014-01-22,2784.64,2850.18,2783.85,2849.94,196819555.00,{}
2014-01-23,2849.11,2866.71,2845.21,2854.23,180493704.00,{}
2014-01-24,2847.58,2890.31,2843.88,2882.48,196012006.00,{}
2014-01-27,2868.39,2882.47,2850.66,2860.21,193619890.00,{}
2014-01-28,2863.21,2878.57,2838.65,2859.09,152369842.00,{}
2014-01-29,2864.02,2882.22,2861.89,2879.79,149886776.00,{}
2014-01-30,2874.50,2874.50,2851.54,2856.84,129066579.00,{}
2014-02-07,2839.61,2890.70,2830.91,2890.70,153099279.00,{}
2014-02-10,2900.65,2966.33,2900.65,2965.07,251468458.00,{}
2014-02-11,2966.37,2988.62,2946.29,2977.54,273500358.00,{}
2014-02-12,2978.63,2999.40,2966.21,2999.06,246350199.00,{}
2014-02-13,2995.92,3008.95,2964.68,2964.70,274253721.00,{}
2014-02-14,2963.32,3003.12,2959.71,3002.93,216043125.00,{}
2014-02-17,3017.28,3044.70,3010.33,3044.69,270337817.00,{}
2014-02-18,3044.53,3044.53,3014.24,3024.97,274424097.00,{}
2014-02-19,3022.79,3054.89,3009.01,3042.60,282919607.00,{}
2014-02-20,3047.39,3057.48,3003.45,3005.35,287104718.00,{}
2014-02-21,3000.58,3007.95,2961.52,2984.67,217095471.00,{}
2014-02-24,2967.91,2967.91,2917.03,2955.74,234936665.00,{}
2014-02-25,2958.19,2975.54,2847.92,2860.97,285743974.00,{}
2014-02-26,2844.91,2874.03,2816.12,2873.72,219933800.00,{}
2014-02-27,2880.35,2909.02,2843.19,2846.49,250665898.00,{}
2014-02-28,2840.05,2877.70,2811.49,2877.26,210815523.00,{}
2014-03-03,2873.64,2915.71,2867.47,2915.71,229076358.00,{}
2014-03-04,2906.11,2916.35,2880.01,2912.23,218334045.00,{}
2014-03-05,2917.48,2919.91,2890.47,2895.41,203052663.00,{}
2014-03-06,2889.76,2909.18,2855.84,2901.32,204927115.00,{}
2014-03-07,2898.71,2918.94,2881.17,2893.16,196657880.00,{}
2014-03-10,2869.88,2869.88,2788.85,2792.69,211799286.00,{}
2014-03-11,2784.55,2813.75,2772.78,2797.95,172011994.00,{}
2014-03-12,2790.50,2821.66,2761.23,2799.26,185965348.00,{}
2014-03-13,2802.21,2837.17,2799.92,2834.67,174714288.00,{}
2014-03-14,2821.99,2837.63,2799.63,2819.06,159847167.00,{}
2014-03-17,2825.93,2863.76,2818.03,2863.74,164754186.00,{}
2014-03-18,2867.03,2885.71,2863.43,2869.03,183205518.00,{}
2014-03-19,2861.31,2861.31,2829.31,2856.78,185449851.00,{}
2014-03-20,2850.77,2870.69,2795.26,2795.26,206995709.00,{}
2014-03-21,2782.65,2869.68,2770.37,2866.00,245049388.00,{}
2014-03-24,2867.70,2894.89,2856.61,2884.39,251395699.00,{}
2014-03-25,2877.44,2899.64,2868.34,2883.67,232212974.00,{}
2014-03-26,2889.54,2896.92,2878.50,2887.80,185569380.00,{}
2014-03-27,2883.67,2891.99,2851.41,2851.41,211134052.00,{}
2014-03-28,2846.43,2859.43,2806.71,2815.03,217115916.00,{}
2014-03-31,2815.63,2824.22,2785.23,2801.24,159609361.00,{}
2014-04-01,2797.68,2835.21,2795.87,2834.97,144551793.00,{}
2014-04-02,2837.22,2849.02,2830.36,2841.92,178279885.00,{}
2014-04-03,2847.05,2856.01,2822.44,2831.17,182294648.00,{}
2014-04-04,2823.87,2861.20,2819.41,2860.84,148664320.00,{}
2014-04-08,2851.27,2909.31,2847.91,2906.99,213078791.00,{}
2014-04-09,2910.19,2925.36,2906.96,2922.67,184976850.00,{}
2014-04-10,2925.99,2967.53,2917.02,2951.85,254509733.00,{}
2014-04-11,2942.68,2953.00,2928.67,2943.27,212108165.00,{}
2014-04-14,2941.17,2953.54,2932.97,2952.68,177421693.00,{}
2014-04-15,2947.62,2947.62,2913.96,2918.77,191014243.00,{}
2014-04-16,2911.32,2929.56,2904.40,2921.63,159345998.00,{}
2014-04-17,2926.87,2931.87,2913.99,2916.66,157956265.00,{}
2014-04-18,2907.74,2923.01,2896.96,2922.43,150512852.00,{}
2014-04-21,2904.24,2929.07,2875.69,2876.06,171188218.00,{}
2014-04-22,2870.86,2885.20,2830.47,2871.33,173956003.00,{}
2014-04-23,2865.76,2881.34,2854.04,2864.56,137828973.00,{}
2014-04-24,2861.40,2874.13,2844.80,2848.01,140831242.00,{}
2014-04-25,2849.61,2854.54,2803.32,2803.59,165077944.00,{}
2014-04-28,2795.92,2796.01,2734.82,2737.39,164905707.00,{}
2014-04-29,2733.64,2770.08,2733.02,2770.01,128625403.00,{}
2014-04-30,2769.10,2786.59,2764.73,2782.73,122394282.00,{}
2014-05-05,2776.95,2796.73,2760.92,2795.58,132085136.00,{}
2014-05-06,2791.27,2820.47,2789.26,2805.43,138189947.00,{}
2014-05-07,2797.58,2797.58,2768.05,2768.45,134303309.00,{}
2014-05-08,2760.92,2804.92,2756.86,2768.01,136835337.00,{}
2014-05-09,2768.53,2770.67,2734.41,2752.85,135432001.00,{}
2014-05-12,2771.02,2815.31,2761.00,2814.11,195132439.00,{}
2014-05-13,2812.89,2821.24,2799.47,2809.57,166185075.00,{}
2014-05-14,2808.51,2819.05,2801.68,2807.94,131522148.00,{}
2014-05-15,2803.70,2805.64,2761.65,2763.50,136756109.00,{}
2014-05-16,2759.84,2765.80,2735.87,2760.31,120620337.00,{}
2014-05-19,2754.18,2754.18,2718.36,2734.65,114026992.00,{}
2014-05-20,2746.56,2762.40,2734.61,2740.79,113115326.00,{}
2014-05-21,2732.22,2765.50,2715.38,2765.50,112501843.00,{}
2014-05-22,2764.91,2796.39,2761.68,2763.34,140498494.00,{}
2014-05-23,2761.89,2789.86,2758.96,2789.86,123102504.00,{}
2014-05-26,2802.06,2812.60,2799.38,2812.25,139483721.00,{}
2014-05-27,2810.57,2816.16,2799.43,2801.61,130671212.00,{}
2014-05-28,2801.49,2834.58,2796.65,2833.39,161215527.00,{}
2014-05-29,2834.34,2841.78,2807.72,2807.80,157169085.00,{}
2014-05-30,2806.91,2822.21,2793.02,2812.16,143164066.00,{}
2014-06-03,2813.42,2826.14,2805.61,2805.94,135122610.00,{}
2014-06-04,2803.99,2804.05,2763.15,2781.95,135592650.00,{}
2014-06-05,2778.76,2814.58,2775.86,2814.33,131525306.00,{}
2014-06-06,2813.53,2815.24,2785.95,2800.26,132723106.00,{}
2014-06-09,2793.04,2815.69,2789.39,2791.17,127401784.00,{}
2014-06-10,2794.71,2826.11,2784.73,2826.07,151148094.00,{}
2014-06-11,2821.62,2836.26,2818.40,2834.22,149557384.00,{}
2014-06-12,2828.89,2836.93,2819.34,2827.94,156127367.00,{}
2014-06-13,2824.61,2862.49,2823.73,2858.13,184613495.00,{}
2014-06-16,2859.41,2880.38,2859.11,2877.47,185653312.00,{}
2014-06-17,2871.64,2871.64,2848.95,2850.27,172738186.00,{}
2014-06-18,2849.10,2852.73,2832.94,2834.03,169642401.00,{}
2014-06-19,2833.11,2839.21,2761.37,2773.13,179498814.00,{}
2014-06-20,2770.32,2793.51,2767.32,2793.45,131067318.00,{}
2014-06-23,2795.44,2816.06,2795.44,2806.46,139712318.00,{}
2014-06-24,2804.61,2823.37,2804.08,2823.21,142080978.00,{}
2014-06-25,2820.02,2820.02,2798.81,2809.01,135498499.00,{}
2014-06-26,2809.97,2842.01,2809.82,2839.68,167661750.00,{}
2014-06-27,2837.99,2863.27,2831.08,2851.29,198419453.00,{}
2014-06-30,2854.28,2875.74,2853.21,2875.34,200154767.00,{}
2014-07-01,2879.44,2884.48,2870.11,2884.26,202982548.00,{}
2014-07-02,2884.04,2897.98,2872.35,2897.53,217834973.00,{}
2014-07-03,2896.05,2920.45,2889.71,2914.80,243076909.00,{}
2014-07-04,2914.74,2918.48,2904.73,2911.08,212834779.00,{}
2014-07-07,2910.99,2919.85,2897.16,2909.62,196857241.00,{}
2014-07-08,2907.46,2923.97,2889.23,2923.69,197589174.00,{}
2014-07-09,2919.83,2924.84,2880.09,2880.61,231074971.00,{}
2014-07-10,2877.93,2891.24,2872.58,2876.90,195984313.00,{}
2014-07-11,2871.54,2899.32,2869.95,2892.87,205272023.00,{}
2014-07-14,2895.30,2927.80,2891.42,2927.80,228097289.00,{}
2014-07-15,2926.02,2930.87,2908.72,2925.13,248313064.00,{}
2014-07-16,2921.75,2932.47,2898.60,2907.06,244867149.00,{}
2014-07-17,2901.95,2901.95,2874.21,2890.52,190666788.00,{}
2014-07-18,2879.72,2912.35,2876.68,2897.00,192116720.00,{}
2014-07-21,2895.91,2903.37,2883.09,2894.52,175520432.00,{}
2014-07-22,2890.09,2933.68,2889.79,2931.31,222111635.00,{}
2014-07-23,2930.59,2943.63,2908.91,2919.56,245314214.00,{}
2014-07-24,2919.04,2942.09,2907.21,2938.45,285490576.00,{}
2014-07-25,2941.49,2967.13,2938.73,2967.13,245373562.00,{}
2014-07-28,2979.45,3036.49,2979.45,3035.29,380100288.00,{}
2014-07-29,3038.42,3067.96,3029.41,3057.03,342378863.00,{}
2014-07-30,3050.47,3065.87,3043.69,3058.97,319721852.00,{}
2014-07-31,3058.21,3089.15,3052.81,3089.05,291580970.00,{}
2014-08-01,3078.89,3106.62,3057.10,3058.65,338780750.00,{}
2014-08-04,3064.62,3111.22,3062.89,3111.22,298506973.00,{}
2014-08-05,3113.20,3119.19,3093.21,3118.93,314491970.00,{}
2014-08-06,3108.27,3130.33,3087.57,3122.62,314369016.00,{}
2014-08-07,3122.25,3132.69,3084.92,3086.34,308279112.00,{}
2014-08-08,3088.35,3108.38,3083.88,3100.80,244652784.00,{}
2014-08-11,3107.74,3146.91,3107.74,3146.77,274928152.00,{}
2014-08-12,3144.51,3150.26,3132.37,3150.05,282197414.00,{}
2014-08-13,3150.39,3161.17,3116.34,3151.46,314260244.00,{}
2014-08-14,3149.10,3164.71,3126.75,3129.17,307512805.00,{}
2014-08-15,3130.38,3167.03,3125.21,3162.78,282204645.00,{}
2014-08-18,3169.73,3196.87,3169.73,3196.87,315646373.00,{}
2014-08-19,3202.43,3208.56,3181.50,3203.56,343911023.00,{}
2014-08-20,3201.38,3211.62,3188.40,3197.24,316546369.00,{}
2014-08-21,3197.98,3199.90,3159.21,3192.98,306472402.00,{}
2014-08-22,3191.13,3216.08,3188.01,3212.50,293118800.00,{}
2014-08-25,3213.65,3213.98,3178.56,3186.19,290348935.00,{}
2014-08-26,3180.44,3191.68,3132.87,3143.27,294080634.00,{}
2014-08-27,3141.41,3162.27,3141.41,3153.17,224568254.00,{}
2014-08-28,3154.10,3162.48,3122.90,3128.23,229130602.00,{}
2014-08-29,3130.38,3163.47,3126.05,3163.42,189329635.00,{}
2014-09-01,3167.33,3204.65,3167.12,3204.55,239472207.00,{}
2014-09-02,3211.78,3249.98,3205.92,3249.98,340963129.00,{}
2014-09-03,3255.11,3280.85,3255.04,3277.32,375747346.00,{}
2014-09-04,3280.39,3304.76,3270.94,3304.76,364464962.00,{}
2014-09-05,3311.38,3327.33,3299.11,3326.79,375925509.00,{}
2014-09-09,3330.76,3339.33,3309.67,3336.28,356171477.00,{}
2014-09-10,3325.23,3341.44,3310.12,3337.43,347434440.00,{}
2014-09-11,3336.05,3376.96,3314.72,3330.68,407011754.00,{}
2014-09-12,3326.12,3361.66,3319.72,3361.66,343341195.00,{}
2014-09-15,3359.11,3381.74,3349.35,3379.95,388103885.00,{}
2014-09-16,3382.96,3387.25,3287.99,3289.85,521568292.00,{}
2014-09-17,3294.43,3312.28,3266.78,3311.88,362325438.00,{}
2014-09-18,3306.82,3332.27,3298.85,3329.81,327015800.00,{}
2014-09-19,3330.95,3361.33,3323.06,3358.10,303741353.00,{}
2014-09-22,3352.29,3352.29,3300.75,3308.43,312923863.00,{}
2014-09-23,3308.47,3346.37,3308.40,3345.85,284887899.00,{}
2014-09-24,3338.23,3397.44,3331.25,3396.85,383232885.00,{}
2014-09-25,3409.00,3427.73,3384.08,3394.84,395197243.00,{}
2014-09-26,3387.68,3404.14,3376.05,3403.22,314146388.00,{}
2014-09-29,3413.26,3430.21,3411.42,3428.75,354699948.00,{}
2014-09-30,3434.78,3447.76,3425.93,3444.72,332164677.00,{}
2014-10-08,3456.95,3489.71,3438.89,3489.71,359292341.00,{}
2014-10-09,3493.71,3504.71,3459.30,3499.16,427487169.00,{}
2014-10-10,3487.59,3500.81,3465.02,3482.06,410092431.00,{}
2014-10-13,3469.41,3474.91,3430.00,3474.64,367146898.00,{}
2014-10-14,3469.85,3496.13,3446.51,3464.74,359727303.00,{}
2014-10-15,3462.88,3483.75,3437.28,3483.46,358956534.00,{}
2014-10-16,3464.32,3501.61,3442.78,3442.78,410819665.00,{}
2014-10-17,3437.22,3451.96,3365.74,3419.32,368516713.00,{}
2014-10-20,3426.85,3454.64,3422.27,3454.64,277345546.00,{}
2014-10-21,3453.28,3462.51,3422.82,3425.04,288749981.00,{}
2014-10-22,3425.15,3441.74,3391.43,3393.29,263761565.00,{}
2014-10-23,3386.27,3398.39,3338.95,3348.92,284279717.00,{}
2014-10-24,3350.26,3370.65,3340.66,3350.71,221861644.00,{}
2014-10-27,3337.39,3352.83,3318.64,3351.84,221573993.00,{}
2014-10-28,3358.67,3429.62,3358.67,3429.54,306559116.00,{}
2014-10-29,3439.40,3489.18,3431.97,3477.86,438899416.00,{}
2014-10-30,3477.16,3498.93,3468.48,3489.96,453626373.00,{}
2014-10-31,3494.70,3512.22,3470.55,3510.72,486690764.00,{}
2014-11-03,3517.90,3538.25,3513.57,3533.41,457400428.00,{}
2014-11-04,3532.14,3538.93,3508.77,3523.30,467864631.00,{}
2014-11-05,3524.35,3528.56,3503.04,3515.16,408257645.00,{}
2014-11-06,3514.95,3531.94,3491.16,3531.78,354275514.00,{}
2014-11-07,3535.47,3563.74,3496.51,3511.74,455639415.00,{}
2014-11-10,3532.91,3566.40,3516.70,3566.40,444082745.00,{}
2014-11-11,3577.06,3586.47,3468.61,3499.26,599545899.00,{}
2014-11-12,3485.20,3552.15,3477.79,3552.15,365927154.00,{}
2014-11-13,3553.32,3559.14,3500.59,3519.25,439761724.00,{}
2014-11-14,3505.29,3517.21,3486.35,3514.63,330163457.00,{}
2014-11-17,3539.46,3555.65,3504.86,3528.76,327326321.00,{}
2014-11-18,3525.60,3536.61,3507.47,3519.92,303607980.00,{}
2014-11-19,3517.77,3542.67,3514.68,3529.70,296184293.00,{}
2014-11-20,3519.40,3534.41,3511.66,3526.77,264056790.00,{}
2014-11-21,3526.68,3576.23,3525.84,3575.87,332633105.00,{}
2014-11-24,3612.70,3657.75,3597.30,3641.00,552395744.00,{}
2014-11-25,3642.81,3694.15,3636.61,3694.15,490377994.00,{}
2014-11-26,3703.17,3730.73,3693.00,3730.46,520823581.00,{}
2014-11-27,3744.36,3765.20,3724.67,3765.20,565652322.00,{}
2014-11-28,3765.01,3801.68,3747.31,3801.61,688238308.00,{}
2014-12-01,3812.67,3827.84,3772.88,3789.73,654746898.00,{}
2014-12-02,3779.10,3892.88,3775.99,3879.90,626958970.00,{}
2014-12-03,3890.63,3947.54,3860.05,3928.62,832094954.00,{}
2014-12-04,3935.34,4051.75,3930.08,4051.31,790415824.00,{}
2014-12-05,4080.58,4092.41,3897.06,4018.93,934376777.00,{}
2014-12-08,4000.43,4131.52,3964.62,4115.81,844906214.00,{}
2014-12-09,4095.75,4204.73,3911.17,3935.37,1095955248.00,{}
2014-12-10,3937.74,4078.06,3897.30,4074.05,730237672.00,{}
2014-12-11,4047.66,4120.01,4030.36,4078.68,702051335.00,{}
2014-12-12,4080.39,4122.59,4072.85,4105.88,599542355.00,{}
2014-12-15,4091.00,4160.42,4072.79,4153.42,603550980.00,{}
2014-12-16,4157.18,4210.72,4144.00,4210.72,659364464.00,{}
2014-12-17,4220.91,4235.50,4150.00,4225.94,762163709.00,{}
2014-12-18,4221.19,4252.65,4196.69,4212.88,611141410.00,{}
2014-12-19,4209.50,4221.76,4119.40,4217.02,724547088.00,{}
2014-12-22,4221.00,4222.86,4104.39,4136.18,914697167.00,{}
2014-12-23,4101.31,4159.29,4048.34,4055.34,598997277.00,{}
2014-12-24,4066.31,4083.65,3982.43,4027.01,524663043.00,{}
2014-12-25,4047.34,4126.02,4026.75,4125.63,519961090.00,{}
2014-12-26,4131.61,4214.86,4123.72,4210.81,627319131.00,{}
2014-12-29,4248.40,4253.18,4143.83,4186.36,705751269.00,{}
2014-12-30,4178.88,4197.20,4128.92,4152.93,558092277.00,{}
2014-12-31,4155.73,4222.19,4149.04,4219.00,560330664.00,{}
2015-01-05,4243.09,4330.56,4218.60,4310.69,743101184.00,{}
2015-01-06,4280.13,4348.27,4255.39,4338.93,705519610.00,{}
2015-01-07,4322.46,4355.40,4299.12,4341.89,553145153.00,{}
2015-01-08,4344.20,4351.56,4263.70,4277.76,527785309.00,{}
2015-01-09,4264.04,4375.97,4253.51,4257.06,564661470.00,{}
2015-01-12,4238.44,4254.43,4167.46,4209.38,455053535.00,{}
2015-01-13,4204.24,4252.94,4202.85,4236.69,349753601.00,{}
2015-01-14,4242.15,4260.34,4191.83,4220.66,355255784.00,{}
2015-01-15,4219.93,4304.69,4211.03,4304.69,396275874.00,{}
2015-01-16,4315.20,4365.77,4308.69,4349.65,476926987.00,{}
2015-01-19,4158.21,4244.65,4064.53,4102.10,584057057.00,{}
2015-01-20,4096.62,4197.63,4096.62,4196.97,525707242.00,{}
2015-01-21,4218.97,4347.11,4215.30,4342.22,610217898.00,{}
2015-01-22,4345.71,4390.16,4327.68,4385.06,535267762.00,{}
2015-01-23,4397.30,4421.36,4347.06,4368.62,538873999.00,{}
2015-01-26,4376.61,4436.85,4370.44,4435.87,490876278.00,{}
2015-01-27,4443.05,4451.14,4350.41,4425.60,569662569.00,{}
2015-01-28,4402.65,4437.59,4370.17,4383.22,462176312.00,{}
2015-01-29,4335.37,4368.13,4315.31,4342.75,424497002.00,{}
2015-01-30,4354.43,4372.58,4287.78,4287.84,406608538.00,{}
2015-02-02,4218.59,4274.21,4203.90,4227.98,377278606.00,{}
2015-02-03,4255.15,4318.58,4244.73,4317.46,388008849.00,{}
2015-02-04,4326.77,4354.01,4288.92,4290.96,399052502.00,{}
2015-02-05,4362.56,4363.66,4261.62,4261.62,475653155.00,{}
2015-02-06,4246.73,4259.06,4160.42,4184.68,388740734.00,{}
2015-02-09,4175.80,4220.65,4168.54,4192.66,319722430.00,{}
2015-02-10,4190.52,4258.28,4186.52,4257.96,294515268.00,{}
2015-02-11,4266.48,4307.68,4265.13,4300.68,294634795.00,{}
2015-02-12,4303.29,4331.15,4285.81,4323.56,321011010.00,{}
2015-02-13,4343.35,4405.30,4343.35,4376.23,419738398.00,{}
2015-02-16,4384.13,4437.58,4383.46,4436.61,383140300.00,{}
2015-02-17,4451.68,4476.74,4451.08,4468.30,370423737.00,{}
2015-02-25,4478.62,4478.62,4421.31,4436.94,379291261.00,{}
2015-02-26,4432.06,4514.12,4422.45,4512.46,459318232.00,{}
2015-02-27,4512.46,4549.66,4509.32,4540.13,472914033.00,{}
2015-03-02,4574.93,4608.11,4547.20,4607.94,578145473.00,{}
2015-03-03,4589.02,4598.50,4534.21,4537.47,623282530.00,{}
2015-03-04,4540.60,4590.23,4536.88,4589.90,501751740.00,{}
2015-03-05,4580.06,4586.35,4546.28,4575.79,533199370.00,{}
2015-03-06,4580.14,4593.33,4530.54,4535.46,472117550.00,{}
2015-03-09,4508.98,4606.42,4480.80,4605.00,493659244.00,{}
2015-03-10,4597.77,4649.96,4593.07,4624.65,469590983.00,{}
2015-03-11,4628.55,4655.94,4610.88,4625.73,465307371.00,{}
2015-03-12,4649.26,4664.26,4636.41,4661.81,542720831.00,{}
2015-03-13,4674.08,4711.14,4673.97,4710.85,496765971.00,{}
2015-03-16,4741.94,4841.61,4734.42,4841.61,638597215.00,{}
2015-03-17,4872.13,4919.02,4851.13,4908.65,818511015.00,{}
2015-03-18,4917.84,5012.06,4909.14,5012.04,850517680.00,{}
2015-03-19,5016.05,5034.69,4979.34,5027.45,831452844.00,{}
2015-03-20,5037.04,5097.51,5027.66,5089.96,797941921.00,{}
2015-03-23,5123.68,5209.12,5123.68,5208.89,843901236.00,{}
2015-03-24,5223.73,5238.98,5077.38,5231.42,1008766549.00,{}
2015-03-25,5225.61,5275.58,5193.83,5241.52,837842876.00,{}
2015-03-26,5217.51,5278.03,5166.46,5212.77,779374802.00,{}
2015-03-27,5213.55,5270.22,5195.74,5256.35,631771426.00,{}
2015-03-30,5279.64,5362.05,5279.64,5350.51,842313130.00,{}
2015-03-31,5392.41,5408.91,5321.02,5335.49,858310565.00,{}
2015-04-01,5340.98,5459.50,5337.01,5448.17,718695794.00,{}
2015-04-02,5479.64,5509.47,5429.94,5509.21,781471307.00,{}
2015-04-03,5485.50,5590.94,5465.77,5590.94,775683097.00,{}
2015-04-07,5634.75,5711.90,5629.41,5711.52,891169823.00,{}
2015-04-08,5734.90,5743.28,5591.37,5706.10,955298600.00,{}
2015-04-09,5720.62,5721.47,5526.25,5660.24,905909829.00,{}
2015-04-10,5640.91,5794.29,5613.88,5787.21,756240037.00,{}
2015-04-13,5834.96,5915.08,5805.79,5901.75,899016538.00,{}
2015-04-14,5912.49,5966.35,5854.55,5915.94,908983044.00,{}
2015-04-15,5907.72,5908.62,5761.52,5764.91,902402634.00,{}
2015-04-16,5711.43,5911.27,5670.33,5885.23,790990811.00,{}
2015-04-17,5950.61,5993.94,5915.37,5958.14,1012463771.00,{}
2015-04-20,5964.04,6023.32,5823.12,5852.96,1203155173.00,{}
2015-04-21,5855.95,6023.45,5851.84,6023.42,925363833.00,{}
2015-04-22,6059.88,6188.91,6059.88,6188.01,1023890992.00,{}
2015-04-23,6219.51,6266.52,6152.63,6224.56,1023794932.00,{}
2015-04-24,6152.29,6229.89,6092.32,6205.16,962348784.00,{}
2015-04-27,6265.77,6325.65,6222.48,6300.92,995932169.00,{}
2015-04-28,6308.11,6312.67,6112.33,6167.86,1081381344.00,{}
2015-04-29,6147.27,6275.12,6118.84,6257.59,773121334.00,{}
2015-04-30,6278.27,6333.42,6258.50,6258.61,786012213.00,{}
2015-05-04,6270.57,6316.50,6197.55,6307.57,742165389.00,{}
2015-05-05,6305.52,6305.84,6054.75,6086.06,855720619.00,{}
2015-05-06,6112.61,6218.80,5978.90,6028.22,728150066.00,{}
2015-05-07,5993.22,6020.87,5906.36,5912.67,603345945.00,{}
2015-05-08,5973.49,6095.28,5942.44,6094.72,633655056.00,{}
2015-05-11,6149.59,6324.47,6104.44,6324.11,785113496.00,{}
2015-05-12,6347.78,6441.02,6312.80,6440.47,831551570.00,{}
2015-05-13,6425.06,6509.21,6375.74,6450.71,834895456.00,{}
2015-05-14,6455.59,6489.57,6399.50,6453.70,764393858.00,{}
2015-05-15,6435.81,6448.34,6316.47,6384.32,728637297.00,{}
2015-05-18,6359.58,6472.34,6342.71,6435.07,654189853.00,{}
2015-05-19,6453.78,6629.01,6453.78,6623.79,728243695.00,{}
2015-05-20,6659.26,6825.42,6659.26,6715.71,867365416.00,{}
2015-05-21,6746.53,6904.41,6736.54,6903.76,796539665.00,{}
2015-05-22,6997.62,7034.45,6888.31,7026.53,1059852432.00,{}
2015-05-25,6989.30,7203.36,6965.41,7202.85,1072296184.00,{}
2015-05-26,7255.98,7410.27,7196.54,7409.93,1120764432.00,{}
2015-05-27,7443.12,7481.77,7294.83,7451.34,1096180748.00,{}
2015-05-28,7451.54,7528.69,6990.27,6993.60,1265873016.00,{}
2015-05-29,6984.65,7168.10,6708.68,7047.31,987291217.00,{}
2015-06-01,7098.98,7402.93,7086.05,7402.48,925140358.00,{}
2015-06-02,7451.60,7624.80,7408.79,7624.02,987048560.00,{}
2015-06-03,7665.33,7691.43,7468.33,7643.01,988787299.00,{}
2015-06-04,7650.89,7679.39,7189.75,7655.22,1046225616.00,{}
2015-06-05,7763.04,7823.48,7576.57,7748.37,1187384644.00,{}
2015-06-08,7766.50,7778.89,7610.08,7755.74,1245234229.00,{}
2015-06-09,7756.00,7796.61,7629.38,7731.52,1052644384.00,{}
2015-06-10,7667.53,7897.11,7600.20,7813.59,927375811.00,{}
2015-06-11,7814.78,7892.24,7767.81,7891.57,890811999.00,{}
2015-06-12,7927.39,8017.38,7897.00,7984.43,982368061.00,{}
2015-06-15,8012.07,8018.94,7811.42,7830.24,1016522985.00,{}
2015-06-16,7740.05,7748.18,7480.39,7549.98,881299368.00,{}
2015-06-17,7545.87,7709.65,7334.11,7686.79,826625752.00,{}
2015-06-18,7662.70,7702.75,7404.79,7411.90,775874171.00,{}
2015-06-19,7252.27,7331.23,6939.90,6943.04,723184040.00,{}
2015-06-23,6927.05,7049.03,6572.39,7048.74,746299065.00,{}
2015-06-24,7102.39,7196.05,6989.82,7195.77,851911248.00,{}
2015-06-25,7224.90,7237.39,6855.78,6932.39,881367944.00,{}
2015-06-26,6711.65,6746.02,6331.78,6377.07,820381276.00,{}
2015-06-29,6513.03,6519.88,5874.54,6044.15,987313582.00,{}
2015-06-30,5927.90,6379.31,5693.21,6374.83,1058231157.00,{}
2015-07-01,6294.82,6482.67,6019.18,6038.69,894228340.00,{}
2015-07-02,6033.60,6064.56,5638.61,5725.83,868528757.00,{}
2015-07-03,5535.23,5780.63,5294.28,5390.68,831610802.00,{}
2015-07-06,5789.07,5789.07,5175.20,5353.86,1183551211.00,{}
2015-07-07,5171.22,5230.36,5022.71,5145.51,908788008.00,{}
2015-07-08,4859.06,4968.29,4832.77,4900.42,976909982.00,{}
2015-07-09,4829.34,5166.03,4789.57,5144.13,808730791.00,{}
2015-07-10,5211.38,5434.99,5188.12,5386.22,705816267.00,{}
2015-07-13,5505.61,5643.35,5448.41,5598.64,831802070.00,{}
2015-07-14,5649.47,5770.79,5549.79,5610.20,904327840.00,{}
2015-07-15,5592.37,5614.12,5324.39,5375.38,911221570.00,{}
2015-07-16,5293.44,5540.96,5168.30,5437.81,778512411.00,{}
2015-07-17,5471.02,5733.79,5460.79,5691.55,754058818.00,{}
2015-07-20,5718.52,5846.09,5658.37,5768.49,860845339.00,{}
2015-07-21,5704.65,5876.19,5656.36,5830.52,779773615.00,{}
2015-07-22,5821.59,5892.75,5739.41,5869.74,820418101.00,{}
2015-07-23,5876.39,6044.36,5855.04,6026.95,890722917.00,{}
2015-07-24,6038.91,6121.44,5897.02,5940.26,981101487.00,{}
2015-07-27,5822.25,5956.15,5476.94,5478.88,880280512.00,{}
2015-07-28,5243.97,5543.41,5150.57,5375.72,899885159.00,{}
2015-07-29,5438.96,5591.85,5280.03,5590.31,698831465.00,{}
2015-07-30,5566.20,5671.85,5412.87,5433.39,721392484.00,{}
2015-07-31,5359.03,5485.03,5314.00,5380.01,555455644.00,{}
2015-08-03,5302.48,5353.51,5178.12,5270.29,578457017.00,{}
2015-08-04,5269.30,5507.72,5250.39,5507.63,589659302.00,{}
2015-08-05,5502.36,5568.00,5398.50,5433.98,605124871.00,{}
2015-08-06,5325.87,5470.49,5310.25,5400.55,450834696.00,{}
2015-08-07,5451.42,5555.91,5443.84,5547.11,564233297.00,{}
2015-08-10,5609.37,5838.96,5592.02,5811.70,782294626.00,{}
2015-08-11,5816.04,5893.69,5776.74,5822.53,850301871.00,{}
